LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
76529-7,Pressure,Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.56,ACTIVE,2,Observation,,"cm H2O","Pressure Respiratory system airway",cm[H2O],2.54,false,"Pressure:Pres:Pt:Respiratory system.airway:Qn:"
58295-7,"Ever told by doctor or nurse that you have high blood pressure",Find,Pt,^Patient,Ord,,PHENX,2.65,TRIAL,2,,,,"Ever told by doctor or nurse that you have high blood pressure",,2.30,false,"Ever told by doctor or nurse that you have high blood pressure:Find:Pt:^Patient:Ord:"
86908-1,"Intravascular systolic goal",Pres,Pt,"Arterial system",Qn,,CLIN,2.63,ACTIVE,2,Both,,"mm Hg","Systolic blood pressure goal",mm[Hg],2.63,false,"Intravascular systolic goal:Pres:Pt:Arterial system:Qn:"
95822-3,"Intravascular mean^during anesthesia",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.69,ACTIVE,2,Observation,,"mm Hg","Mean blood pressure--during anesthesia",mm[Hg],2.69,false,"Intravascular mean^during anesthesia:Pres:Pt:Arterial system:Qn:"
8448-3,"Intravascular mean^expiration",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Mean blood pressure--expiration",mm[Hg],1.0h(2),false,"Intravascular mean^expiration:Pres:Pt:Arterial system:Qn:"
8456-6,"Intravascular mean^sitting",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Mean blood pressure--sitting",mm[Hg],1.0h(2),false,"Intravascular mean^sitting:Pres:Pt:Arterial system:Qn:"
69349-9,"Presence of pressure ulcers - acute",-,Pt,^Patient,-,CARE,PANEL.SURVEY.CARE,2.64,DISCOURAGED,4,,,,"Presence of pressure ulcers - acute [CARE]",,2.38,false,"Presence of pressure ulcers - acute:-:Pt:^Patient:-:CARE"
29067-6,"Pressure border code",Find,Pt,Eye.left,Nom,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Left eye Pressure border code Perimetry",,2.00,false,"Pressure border code:Find:Pt:Eye.left:Nom:Perimetry"
55989-8,"Pressure border code",Find,Pt,Eye.right,Nom,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Right eye Pressure border code Perimetry",,2.29,false,"Pressure border code:Find:Pt:Eye.right:Nom:Perimetry"
29065-0,"Pressure result code",Find,Pt,Eye.left,Nom,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Left eye Pressure result code Perimetry",,2.00,false,"Pressure result code:Find:Pt:Eye.left:Nom:Perimetry"
29057-7,"Pressure result code",Find,Pt,Eye.right,Nom,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Right eye Pressure result code Perimetry",,2.00,false,"Pressure result code:Find:Pt:Eye.right:Nom:Perimetry"
29071-8,"Pressure Skotome code",Type,Pt,Eye.left,Nom,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Left eye Pressure Skotome code Perimetry",,2.00,false,"Pressure Skotome code:Type:Pt:Eye.left:Nom:Perimetry"
29063-5,"Pressure Skotome code",Type,Pt,Eye.right,Nom,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Right eye Pressure Skotome code Perimetry",,2.00,false,"Pressure Skotome code:Type:Pt:Eye.right:Nom:Perimetry"
29069-2,"Pressure spot code",Find,Pt,Eye.left,Nom,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Left eye Pressure spot code Perimetry",,2.00,false,"Pressure spot code:Find:Pt:Eye.left:Nom:Perimetry"
29061-9,"Pressure spot code",Find,Pt,Eye.right,Nom,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Right eye Pressure spot code Perimetry",,2.00,false,"Pressure spot code:Find:Pt:Eye.right:Nom:Perimetry"
20062-6,"Pressure.airway^on ventilator.pressure targeted control",Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.27,ACTIVE,2,,,"cm H2O","Airway pressure --on ventilator.pressure targeted control",cm[H2O],1.0l,false,"Pressure.airway^on ventilator.pressure targeted control:Pres:Pt:Respiratory system.airway:Qn:"
20071-7,Pressure.mean,Pres,Pt,"Respiratory system.airway",Qn,Calculated,PULM,2.48,ACTIVE,2,,,"cm H2O","Mean pressure Respiratory system airway Calculated",cm[H2O],1.0l,false,"Pressure.mean:Pres:Pt:Respiratory system.airway:Qn:Calculated"
20073-3,"Pressure.mean min setting",Pres,Pt,Ventilator.alarm,Qn,,PULM,2.48,ACTIVE,2,,,"cm H2O","Minimum mean pressure setting Ventilator alarm",cm[H2O],1.0l,false,"Pressure.mean min setting:Pres:Pt:Ventilator.alarm:Qn:"
76530-5,"Pressure.mean^on ventilator",Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.63,ACTIVE,2,Observation,,"cm H2O","Mean pressure Respiratory system airway --on ventilator",cm[H2O],2.63,false,"Pressure.mean^on ventilator:Pres:Pt:Respiratory system.airway:Qn:"
83390-5,"Tube cuff pressure^at end expiration",Pres,Pt,"Intubation tube",Qn,,PULM,2.58,ACTIVE,2,Observation,,"mm Hg","Tube cuff pressure Intubation tube --at end expiration",mm[Hg],2.58,false,"Tube cuff pressure^at end expiration:Pres:Pt:Intubation tube:Qn:"
52475-1,"Presence of pressure ulcers",-,Pt,^Patient,-,,SURVEY.CARE,2.64,DISCOURAGED,4,,,,"Presence of pressure ulcers",,2.26,false,"Presence of pressure ulcers:-:Pt:^Patient:-:"
69338-2,"One or more unhealed pressure ulcer(s) at stage 2 or higher - interim, post acute care discharge",Find,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.64,DISCOURAGED,4,,,,"One or more unhealed pressure ulcer(s) at stage 2 or higher - CARE - interim, PAC discharge [CARE]",,2.38,false,"One or more unhealed pressure ulcer(s) at stage 2 or higher - interim, post acute care discharge:Find:Pt:^Patient:Ord:CARE"
76223-7,"Inflation trigger pressure",Pres,Pt,Ventilator,Qn,,PULM,2.69,ACTIVE,2,Observation,,"cm H2O","Inflation trigger pressure Ventilator",cm[H2O],2.63,false,"Inflation trigger pressure:Pres:Pt:Ventilator:Qn:"
60981-8,Intravascular,Pres,Pt,Aorta,Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Aorta blood pressure",mm[Hg],2.54,false,Intravascular:Pres:Pt:Aorta:Qn:
76533-9,Intravascular,Pres,Pt,"Arterial system",Qn,Noninvasive,BP.MOLEC,2.54,ACTIVE,2,Observation,,"cm H2O","Blood pressure by Noninvasive",cm[H2O],2.54,false,"Intravascular:Pres:Pt:Arterial system:Qn:Noninvasive"
60829-9,Pressure.plateau,Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.70,ACTIVE,2,Both,,"cm H2O","Pressure.plateau Respiratory system airway",cm[H2O],2.63,false,"Pressure.plateau:Pres:Pt:Respiratory system.airway:Qn:"
8533-2,"Intravascular mean",Pres,Pt,"Dorsal pedal artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Dorsal pedal artery - right Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Dorsal pedal artery.right:Qn:"
89268-7,"Intravascular systolic^lying in L-lateral position",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.64,ACTIVE,2,Both,,"mm Hg","Systolic blood pressure--lying in L-lateral position",mm[Hg],2.64,false,"Intravascular systolic^lying in L-lateral position:Pres:Pt:Arterial system:Qn:"
8405-3,"Intrachamber mean",Pres,Pt,"Heart.ventricle.left.outflow tract",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Left ventricular outflow tract Intrachamber mean pressure",mm[Hg],1.0h(2),false,"Intrachamber mean:Pres:Pt:Heart.ventricle.left.outflow tract:Qn:"
87736-5,"Intravascular diastolic^post exercise",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.63,ACTIVE,2,Both,,"mm Hg","Diastolic blood pressure--post exercise",mm[Hg],2.63,false,"Intravascular diastolic^post exercise:Pres:Pt:Arterial system:Qn:"
8532-4,"Intravascular mean",Pres,Pt,"Dorsal pedal artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Dorsal pedal artery - left Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Dorsal pedal artery.left:Qn:"
8540-7,"Intravascular mean",Pres,Pt,"Posterior tibial artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Posterior tibial artery - left Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Posterior tibial artery.left:Qn:"
8541-5,"Intravascular mean",Pres,Pt,"Posterior tibial artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Posterior tibial artery - right Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Posterior tibial artery.right:Qn:"
52579-0,"Number of pressure ulcers onset during this service - stage 2",Num,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.63,DISCOURAGED,4,,,,"Number of pressure ulcers onset during this service - stage 2 [CARE]",,2.26,false,"Number of pressure ulcers onset during this service - stage 2:Num:Pt:^Patient:Ord:CARE"
52580-8,"Number of pressure ulcers onset during this service - stage 3",Num,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.63,DISCOURAGED,4,,,,"Number of pressure ulcers onset during this service - stage 3 [CARE]",,2.26,false,"Number of pressure ulcers onset during this service - stage 3:Num:Pt:^Patient:Ord:CARE"
52581-6,"Number of pressure ulcers onset during this service - stage 4",Num,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.63,DISCOURAGED,4,,,,"Number of pressure ulcers onset during this service - stage 4 [CARE]",,2.26,false,"Number of pressure ulcers onset during this service - stage 4:Num:Pt:^Patient:Ord:CARE"
8457-4,"Intravascular mean^standing",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Mean blood pressure--standing",mm[Hg],1.0h(2),false,"Intravascular mean^standing:Pres:Pt:Arterial system:Qn:"
86909-9,"Intravascular diastolic goal",Pres,Pt,"Arterial system",Qn,,CLIN,2.63,ACTIVE,2,Both,,"mm Hg","Diastolic blood pressure goal",mm[Hg],2.63,false,"Intravascular diastolic goal:Pres:Pt:Arterial system:Qn:"
95818-1,"Intravascular mean^during anesthesia",Pres,Pt,"Pulmonary artery",Qn,,BP.MOLEC,2.69,ACTIVE,2,Observation,,"mm Hg","Pulmonary artery Mean blood pressure--during anesthesia",mm[Hg],2.69,false,"Intravascular mean^during anesthesia:Pres:Pt:Pulmonary artery:Qn:"
8449-1,"Intravascular mean^inspiration",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Mean blood pressure--inspiration",mm[Hg],1.0h(2),false,"Intravascular mean^inspiration:Pres:Pt:Arterial system:Qn:"
8458-2,"Intravascular mean^supine",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Mean blood pressure--supine",mm[Hg],1.0h(2),false,"Intravascular mean^supine:Pres:Pt:Arterial system:Qn:"
70119-3,"Healed pressure ulcers - Long term care hospital",-,Pt,^Patient,-,CARE,PANEL.SURVEY.CARE,2.64,DISCOURAGED,4,,,,"Healed pressure ulcers - Long term care hospital [CARE]",,2.40,false,"Healed pressure ulcers - Long term care hospital:-:Pt:^Patient:-:CARE"
46537-7,"Number of pressure ulcers - stage 2",Num,Pt,^Patient,Qn,OASIS,SURVEY.OASIS,2.63,DISCOURAGED,4,,"Copyright © 2002 Center for Health Services Research, UCHSC, Denver, CO. Used with permission.",#,"Number of pressure ulcers - stage 2 [OASIS]",{#},2.19,false,"Number of pressure ulcers - stage 2:Num:Pt:^Patient:Qn:OASIS"
46538-5,"Number of pressure ulcers - stage 3",Num,Pt,^Patient,Qn,OASIS,SURVEY.OASIS,2.63,DISCOURAGED,4,,"Copyright © 2002 Center for Health Services Research, UCHSC, Denver, CO. Used with permission.",#,"Number of pressure ulcers - stage 3 [OASIS]",{#},2.19,false,"Number of pressure ulcers - stage 3:Num:Pt:^Patient:Qn:OASIS"
46539-3,"Number of pressure ulcers - stage 4",Num,Pt,^Patient,Qn,OASIS,SURVEY.OASIS,2.63,DISCOURAGED,4,,"Copyright © 2002 Center for Health Services Research, UCHSC, Denver, CO. Used with permission.",#,"Number of pressure ulcers - stage 4 [OASIS]",{#},2.19,false,"Number of pressure ulcers - stage 4:Num:Pt:^Patient:Qn:OASIS"
29068-4,"Pressure border text",Prid,Pt,Eye.left,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Left eye Pressure border text Perimetry",,2.00,false,"Pressure border text:Prid:Pt:Eye.left:Nar:Perimetry"
29060-1,"Pressure border text",Prid,Pt,Eye.right,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Right eye Pressure border text Perimetry",,2.00,false,"Pressure border text:Prid:Pt:Eye.right:Nar:Perimetry"
29066-8,"Pressure result text",Prid,Pt,Eye.left,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Left eye Pressure result text Perimetry",,2.00,false,"Pressure result text:Prid:Pt:Eye.left:Nar:Perimetry"
29058-5,"Pressure result text",Prid,Pt,Eye.right,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Right eye Pressure result text Perimetry",,2.00,false,"Pressure result text:Prid:Pt:Eye.right:Nar:Perimetry"
29072-6,"Pressure Skotome text",Prid,Pt,Eye.left,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Left eye Pressure skotome text Perimetry",,2.00,false,"Pressure Skotome text:Prid:Pt:Eye.left:Nar:Perimetry"
29064-3,"Pressure Skotome text",Prid,Pt,Eye.right,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Right eye Pressure skotome text Perimetry",,2.00,false,"Pressure Skotome text:Prid:Pt:Eye.right:Nar:Perimetry"
29070-0,"Pressure spot text",Prid,Pt,Eye.left,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Left eye Pressure spot text Perimetry",,2.00,false,"Pressure spot text:Prid:Pt:Eye.left:Nar:Perimetry"
29062-7,"Pressure spot text",Prid,Pt,Eye.right,Nar,Perimetry,EYE.VISUAL_FIELD,2.68,ACTIVE,2,,,,"Right eye Pressure spot text Perimetry",,2.00,false,"Pressure spot text:Prid:Pt:Eye.right:Nar:Perimetry"
20072-5,"Pressure.mean max setting",Pres,Pt,Ventilator.alarm,Qn,,PULM,2.48,ACTIVE,2,,,"cm H2O","Maximum mean pressure setting Ventilator alarm",cm[H2O],1.0l,false,"Pressure.mean max setting:Pres:Pt:Ventilator.alarm:Qn:"
2713-6,"Oxygen saturation",MFr,Pt,Bld,Qn,"Calculated from oxygen partial pressure",CHEM,2.70,ACTIVE,1,Observation,,%,"Oxygen saturation Calculated from oxygen partial pressure in Blood",%,1.0,false,"Oxygen saturation:MFr:Pt:Bld:Qn:Calculated from oxygen partial pressure"
89267-9,"Intravascular diastolic^lying in L-lateral position",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.64,ACTIVE,2,Both,,"mm Hg","Diastolic blood pressure--lying in L-lateral position",mm[Hg],2.64,false,"Intravascular diastolic^lying in L-lateral position:Pres:Pt:Arterial system:Qn:"
8452-5,"Intravascular systolic.inspiration - expiration",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure.inspiration - expiration",mm[Hg],1.0h(2),false,"Intravascular systolic.inspiration - expiration:Pres:Pt:Arterial system:Qn:"
76151-0,"Airway pressure backup setting",Pres,Pt,Ventilator,Qn,,PULM,2.58,ACTIVE,2,Both,,"cm H2O","Airway pressure backup setting Ventilator",cm[H2O],2.58,false,"Airway pressure backup setting:Pres:Pt:Ventilator:Qn:"
56844-4,"Intraocular pressure",Pres,Pt,Eye,Qn,,H&P.PX,2.69,ACTIVE,2,,,"mm Hg","Intraocular pressure of Eye",mm[Hg],2.29,false,"Intraocular pressure:Pres:Pt:Eye:Qn:"
76224-5,"Inflation trigger pressure setting",Pres,Pt,Ventilator,Qn,,PULM,2.69,ACTIVE,2,Observation,,"cm H2O","Inflation trigger pressure setting Ventilator",cm[H2O],2.63,false,"Inflation trigger pressure setting:Pres:Pt:Ventilator:Qn:"
80240-5,"Coronary stent expansion pressure",Pres,Pt,"Angioplasty device",Qn,,CARD.PROC,2.54,ACTIVE,2,Observation,,atm,"Coronary stent expansion pressure",atm,2.54,false,"Coronary stent expansion pressure:Pres:Pt:Angioplasty device:Qn:"
83389-7,Intravascular,Pres,Pt,"Brachial artery",Qn,,BP.MOLEC,2.58,ACTIVE,2,Observation,,"mm Hg","Brachial artery Blood pressure",mm[Hg],2.58,false,"Intravascular:Pres:Pt:Brachial artery:Qn:"
60985-9,Intravascular,Pres,Pt,"Central venous catheter (CVP)",Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Central venous pressure (CVP)",mm[Hg],2.54,false,"Intravascular:Pres:Pt:Central venous catheter (CVP):Qn:"
75993-6,Intravascular,Pres,Pt,"Femoral artery",Qn,,BP.MOLEC,2.54,ACTIVE,2,Both,,"mm Hg","Femoral artery Blood pressure",mm[Hg],2.54,false,"Intravascular:Pres:Pt:Femoral artery:Qn:"
76284-9,Intravascular,Pres,Pt,"Pulmonary artery",Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,Both,,"mm Hg","Pulmonary artery Blood pressure",mm[Hg],2.54,false,"Intravascular:Pres:Pt:Pulmonary artery:Qn:"
61002-2,Intravascular,Pres,Pt,"Umbilical artery",Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Umbilical artery blood pressure",mm[Hg],2.54,false,"Intravascular:Pres:Pt:Umbilical artery:Qn:"
61011-3,Intravascular,Pres,Pt,"Umbilical vein",Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Umbilical vein blood pressure",mm[Hg],2.54,false,"Intravascular:Pres:Pt:Umbilical vein:Qn:"
81444-2,"Inspiratory pressure.max^pre bronchodilation",Pres,Pt,"Respiratory system",Qn,,PULM,2.56,ACTIVE,2,Both,,"cm H2O","Maximum inspiratory pressure Respiratory system --pre bronchodilation",cm[H2O],2.56,false,"Inspiratory pressure.max^pre bronchodilation:Pres:Pt:Respiratory system:Qn:"
81445-9,"Inspiratory pressure.max^post bronchodilation",Pres,Pt,"Respiratory system",Qn,,PULM,2.56,ACTIVE,2,Both,,"cm H2O","Maximum inspiratory pressure Respiratory system --post bronchodilation",cm[H2O],2.56,false,"Inspiratory pressure.max^post bronchodilation:Pres:Pt:Respiratory system:Qn:"
58103-3,"Number of pressure ulcers at assessment - stage 2",Num,Pt,^Patient,Qn,OASIS-C,SURVEY.OASIS,2.36,DEPRECATED,4,,,,"Deprecated Number of pressure ulcers at assessment - stage 2 OASIS-C",,2.29,false,"Number of pressure ulcers at assessment - stage 2:Num:Pt:^Patient:Qn:OASIS-C"
58094-4,"Number of pressure ulcers at assessment - stage 3",Num,Pt,^Patient,Qn,OASIS-C,SURVEY.OASIS,2.36,DEPRECATED,4,,,,"Deprecated Number of pressure ulcers at assessment - stage 3 OASIS-C",,2.29,false,"Number of pressure ulcers at assessment - stage 3:Num:Pt:^Patient:Qn:OASIS-C"
58095-1,"Number of pressure ulcers at assessment - stage 4",Num,Pt,^Patient,Qn,OASIS-C,SURVEY.OASIS,2.36,DEPRECATED,4,,,,"Deprecated Number of pressure ulcers at assessment - stage 4 OASIS-C",,2.29,false,"Number of pressure ulcers at assessment - stage 4:Num:Pt:^Patient:Qn:OASIS-C"
18684-1,"Blood pressure",Cmplx,Enctr^frst,^Patient,Set,,ATTACH.ED,2.40,ACTIVE,3,,,,"First Blood pressure Set",,1.0l,false,"Blood pressure:Cmplx:Enctr^frst:^Patient:Set:"
35094-2,"Blood pressure panel",-,Pt,^Patient,-,,PANEL.BP,2.27,ACTIVE,2,Order,,,"Blood pressure panel",,2.11,true,"Blood pressure panel:-:Pt:^Patient:-:"
97844-5,"Blood pressure panel",Pres,24H^mean,^Patient,Qn,,PANEL.BP,2.70,ACTIVE,2,Order,,,"Blood pressure panel 24 hour mean",,2.70,true,"Blood pressure panel:Pres:24H^mean:^Patient:Qn:"
76285-6,Intravascular,Pres,Pt,"Pulmonary capillaries",Qn,Estimated,BP.CENT.MOLEC,2.54,ACTIVE,2,Both,,"mm Hg","Pulmonary capillary Blood pressure",mm[Hg],2.54,false,"Intravascular:Pres:Pt:Pulmonary capillaries:Qn:Estimated"
58098-5,"Number of pressure ulcers present upon admission &or reentry - stage 4",Num,Pt,^Patient,Qn,OASIS-C,SURVEY.OASIS,2.36,DEPRECATED,4,,,,"Deprecated Number of pressure ulcers present upon admission/reentry - stage 4 OASIS-C",,2.29,false,"Number of pressure ulcers present upon admission &or reentry - stage 4:Num:Pt:^Patient:Qn:OASIS-C"
51733-4,"Oxygen saturation",MFr,Pt,BldA,Qn,"Calculated from oxygen partial pressure",CHEM,2.40,ACTIVE,1,Both,,%,"Oxygen saturation Calculated from oxygen partial pressure in Arterial blood",%,2.24,false,"Oxygen saturation:MFr:Pt:BldA:Qn:Calculated from oxygen partial pressure"
74105-8,"Oxygen saturation",MFr,Pt,BldMV,Qn,"Calculated from oxygen partial pressure",CHEM,2.46,ACTIVE,1,Both,,%,"Oxygen saturation Calculated from oxygen partial pressure in Mixed venous blood",%,2.46,false,"Oxygen saturation:MFr:Pt:BldMV:Qn:Calculated from oxygen partial pressure"
51731-8,"Oxygen saturation",MFr,Pt,BldV,Qn,"Calculated from oxygen partial pressure",CHEM,2.40,ACTIVE,1,Both,,%,"Oxygen saturation Calculated from oxygen partial pressure in Venous blood",%,2.24,false,"Oxygen saturation:MFr:Pt:BldV:Qn:Calculated from oxygen partial pressure"
71844-5,"Oxygen saturation",MFr.DF,Pt,Bld,Qn,"Calculated from oxygen partial pressure",CHEM,2.69,ACTIVE,1,Observation,,,"Oxygen saturation [Pure mass fraction] Calculated from oxygen partial pressure in Blood",%,2.40,false,"Oxygen saturation:MFr.DF:Pt:Bld:Qn:Calculated from oxygen partial pressure"
58240-3,"PhenX measure - blood pressure",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - blood pressure",,2.30,false,"PhenX measure - blood pressure:-:Pt:^Patient:-:PhenX"
69995-9,Class,Type,Pt,"Positive airway pressure device",Nom,,DEVICES,2.40,ACTIVE,2,Observation,,,"Type of Positive airway pressure device",,2.40,false,"Class:Type:Pt:Positive airway pressure device:Nom:"
62690-3,"PhenX measure - intraocular pressure",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - intraocular pressure",,2.36,false,"PhenX measure - intraocular pressure:-:Pt:^Patient:-:PhenX"
69999-1,"Positive airway pressure panel",-,Pt,^Patient,-,,PANEL.PULM,2.40,ACTIVE,2,Order,,,"Positive airway pressure panel",,2.40,true,"Positive airway pressure panel:-:Pt:^Patient:-:"
43152-8,"Blood pressure device panel",-,Pt,^Patient,-,,PANEL.DEVICES,2.27,ACTIVE,2,Order,,,"Blood pressure device panel",,2.16,true,"Blood pressure device panel:-:Pt:^Patient:-:"
52042-9,"Continuous positive airway pressure attachment",Find,Pt,^Patient,Doc,,DOC.ADMIN,2.67,ACTIVE,2,Both,,,"Continuous positive airway pressure (CPAP) attachment",,2.24,false,"Continuous positive airway pressure attachment:Find:Pt:^Patient:Doc:"
76240-1,Pressure.occlusion,Pres,100ms,"Respiratory system.airway",Qn,,PULM,2.69,ACTIVE,2,Observation,,"cm H2O","Pressure.occlusion 100ms Respiratory system airway",cm[H2O],2.58,false,"Pressure.occlusion:Pres:100ms:Respiratory system.airway:Qn:"
76250-0,"Expiratory pressure.min",Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.69,ACTIVE,2,Observation,,"cm H2O","Minimum expiratory pressure Respiratory system airway",cm[H2O],2.63,false,"Expiratory pressure.min:Pres:Pt:Respiratory system.airway:Qn:"
59101-6,Pressure,Pres,Pt,"Pulmonary artery",Qn,US.derived,CARD.US,2.68,ACTIVE,2,,,"mm Hg","Pulmonary artery Pressure by derived by US",mm[Hg],2.32,false,"Pressure:Pres:Pt:Pulmonary artery:Qn:US.derived"
76531-3,"Pressure.max^on ventilator",Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.63,ACTIVE,2,Observation,,"cm H2O","Pressure.max Respiratory system airway --on ventilator",cm[H2O],2.63,false,"Pressure.max^on ventilator:Pres:Pt:Respiratory system.airway:Qn:"
19977-8,"Max^during inspiration on ventilator",Pres,Pt,Trachea.airway,Qn,"Airway pressure monitor",PULM,2.50,DEPRECATED,2,,,,"Deprecated Maximum [Pressure] Trachea airway by Airway pressure monitor --at inspiration on ventilator",,1.0l,false,"Max^during inspiration on ventilator:Pres:Pt:Trachea.airway:Qn:Airway pressure monitor"
58096-9,"Number of pressure ulcers present upon admission &or reentry - stage 2",Num,Pt,^Patient,Qn,OASIS-C,SURVEY.OASIS,2.36,DEPRECATED,4,,,,"Deprecated Number of pressure ulcers present upon admission/reentry - stage 2 OASIS-C",,2.29,false,"Number of pressure ulcers present upon admission &or reentry - stage 2:Num:Pt:^Patient:Qn:OASIS-C"
58097-7,"Number of pressure ulcers present upon admission &or reentry - stage 3",Num,Pt,^Patient,Qn,OASIS-C,SURVEY.OASIS,2.36,DEPRECATED,4,,,,"Deprecated Number of pressure ulcers present upon admission/reentry - stage 3 OASIS-C",,2.29,false,"Number of pressure ulcers present upon admission &or reentry - stage 3:Num:Pt:^Patient:Qn:OASIS-C"
8358-4,"Cuff size",Len,Pt,"Blood pressure device",OrdQn,,DEVICES,2.70,ACTIVE,2,,,cm,"Blood pressure device Cuff size",cm,1.0h(2),false,"Cuff size:Len:Pt:Blood pressure device:OrdQn:"
76004-1,Pressure.occlusion,Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.56,ACTIVE,2,Both,,"cm H2O","Airway occlusion pressure",cm[H2O],2.54,false,"Pressure.occlusion:Pres:Pt:Respiratory system.airway:Qn:"
55417-0,"Short blood pressure panel",-,Pt,^Patient,-,,PANEL.PHR,2.66,ACTIVE,2,Order,,,"Short blood pressure panel",,2.27,true,"Short blood pressure panel:-:Pt:^Patient:-:"
51732-6,"Oxygen saturation",MFr,Pt,BldC,Qn,"Calculated from oxygen partial pressure",CHEM,2.40,ACTIVE,1,Both,,%,"Oxygen saturation Calculated from oxygen partial pressure in Capillary blood",%,2.24,false,"Oxygen saturation:MFr:Pt:BldC:Qn:Calculated from oxygen partial pressure"
71843-7,"Oxygen saturation",MFr.DF,Pt,BldA,Qn,"Calculated from oxygen partial pressure",CHEM,2.69,ACTIVE,1,Observation,,,"Oxygen saturation [Pure mass fraction] Calculated from oxygen partial pressure in Arterial blood",%,2.40,false,"Oxygen saturation:MFr.DF:Pt:BldA:Qn:Calculated from oxygen partial pressure"
